hub,site,observerPc,date,startTimePc,timePc,speciesPc,species_format,distancePc,countPc,detectionPc,notesPc
DC,SCHLROBMD1,KJW,7/25/2016,.,5,WBNU,WBNU,31-40,1,Auditory,.
DC,SCHLROBMD1,KJW,7/25/2016,.,5,RBWO,RBWO,0-10,1,Visual,.
DC,RAUNERIMD2,KJW,7/18/2016,6:58,3,NOCA,NOCA,11-20 ,1,Auditory,.
DC,RAUNERIMD2,KJW,7/18/2016,6:58,3,CARW,CARW,41-50,1,Auditory,.
DC,RAUNERIMD2,KJW,7/18/2016,6:58,3,SOSP,SOSP,41-50,1,Auditory,.
DC,RAUNERIMD2,KJW,7/18/2016,6:58,2,NOCA,NOCA,11-20 ,1,Auditory,.
DC,RAUNERIMD2,KJW,7/18/2016,6:58,2,NOCA,NOCA,31-40,1,Auditory,.
DC,RAUNERIMD2,KJW,7/18/2016,6:58,2,HOSP,HOSP,0-10,1,Visual,.
DC,RAUNERIMD2,KJW,7/18/2016,6:58,5,DOWO,DOWO,11-20 ,1,Both,.
DC,RAUNERIMD2,KJW,7/18/2016,6:58,5,CARW,CARW,41-50,1,Auditory,.
DC,RAUNERIMD2,KJW,7/18/2016,6:58,5,AMGO,AMGO,11-20 ,1,Auditory,.
DC,RAUNERIMD2,KJW,7/18/2016,6:58,5,CARW,CARW,21-30,1,Auditory,.
DC,CAHAGABMD1,KPK,7/23/2016,6:58,3,AMGO,AMGO,11-20 ,1,Auditory,.
DC,CAHAGABMD1,KPK,7/23/2016,6:58,3,NOCA,NOCA,0-10,1,Auditory,.
DC,CAHAGABMD1,KPK,7/23/2016,6:58,3,BLJA,BLJA,21-30,1,Auditory,.
DC,CAHAGABMD1,KPK,7/23/2016,6:58,3,GRCA,GRCA,0-10,1,Visual,.
DC,CAHAGABMD1,KPK,7/23/2016,6:58,3,GRCA,GRCA,11-20 ,1,Visual,.
DC,CAHAGABMD1,KPK,7/23/2016,6:58,3,CARW,CARW,31-40,1,Auditory,.
DC,CAHAGABMD1,KPK,7/23/2016,6:58,2,NOCA,NOCA,41-50,2,Both,.
DC,CAHAGABMD1,KPK,7/23/2016,6:58,2,HOSP,HOSP,21-30,1,Visual,.
DC,CAHAGABMD1,KPK,7/23/2016,6:58,5,GRCA,GRCA,21-30,1,Visual,.
DC,CAHAGABMD1,KPK,7/23/2016,6:58,5,AMCR,AMCR,41-50,1,Auditory,.
DC,SOLIAPRMD1,KPK,7/16/2016,7:17,3,NOCA,NOCA,21-30,1,Auditory,.
DC,SOLIAPRMD1,KPK,7/16/2016,7:17,3,SOSP,SOSP,0-10,1,Both,.
DC,SOLIAPRMD1,KPK,7/16/2016,7:17,3,CARW,CARW,31-40,1,Auditory,.
DC,SOLIAPRMD1,KPK,7/16/2016,7:17,3,AMRO,AMRO,31-40,1,Auditory,.
DC,SOLIAPRMD1,KPK,7/16/2016,7:17,3,AMCR,AMCR,41-50,1,Auditory,.
DC,SOLIAPRMD1,KPK,7/16/2016,7:17,2,CEDW,CEDW,11-20 ,2,Both,.
DC,SOLIAPRMD1,KPK,7/16/2016,7:17,5,NOMO,NOMO,0-10,1,Both,.
DC,SOLIAPRMD1,KPK,7/16/2016,7:17,5,AMRO,AMRO,21-30,1,Auditory,.
DC,SOLIAPRMD1,KPK,7/16/2016,7:17,5,NOMO,NOMO,31-40,1,Both,.
DC,WIKACORMD1,JLM,7/26/2016,6:14,3,CARW,CARW,11-20 ,1,Auditory,.
DC,WIKACORMD1,JLM,7/26/2016,6:14,3,NOCA,NOCA,11-20 ,1,Auditory,.
DC,WIKACORMD1,JLM,7/26/2016,6:14,3,AMCR,AMCR,11-20 ,3,Visual,.
DC,WIKACORMD1,JLM,7/26/2016,6:14,3,CACH,CACH,31-40,1,Auditory,.
DC,WIKACORMD1,JLM,7/26/2016,6:14,3,NOCA,NOCA,0-10,1,Both,.
DC,WIKACORMD1,JLM,7/26/2016,6:14,3,CARW,CARW,21-30,1,Auditory,.
DC,WIKACORMD1,JLM,7/26/2016,6:14,2,TUTI,TUTI,11-20 ,1,Auditory,.
DC,WIKACORMD1,JLM,7/26/2016,6:14,2,CACH,CACH,0-10,6,Both,.
DC,DELUKARVA2,KPK,7/26/2016,6:43,3,HOSP,HOSP,0-10,13,Both,.
DC,DELUKARVA2,KPK,7/26/2016,6:43,3,HOSP,HOSP,11-20 ,1,Both,.
DC,DELUKARVA2,KPK,7/26/2016,6:43,3,HOSP,HOSP,21-30,3,Both,.
DC,DELUKARVA2,KPK,7/26/2016,6:43,3,AMRO,AMRO,0-10,2,Visual,.
DC,DELUKARVA2,KPK,7/26/2016,6:43,3,NOCA,NOCA,0-10,1,Both,.
DC,DELUKARVA2,KPK,7/26/2016,6:43,2,EUST,EUST,21-30,1,Visual,.
DC,DELUKARVA2,KPK,7/26/2016,6:43,5,NOCA,NOCA,0-10,1,Both,.
DC,DELUKARVA2,KPK,7/26/2016,6:43,5,AMCR,AMCR,31-40,1,Both,.
DC,LIEBJUDMD1,KPK,4/15/2016,7:09,3,SOSP,SOSP,21-30,1,Auditory,.
DC,LIEBJUDMD1,KPK,4/15/2016,7:09,3,NOCA,NOCA,21-30,1,Auditory,.
DC,LIEBJUDMD1,KPK,4/15/2016,7:09,3,NOCA,NOCA,41-50,1,Auditory,.
DC,LIEBJUDMD1,KPK,4/15/2016,7:09,3,SOSP,SOSP,41-50,1,Auditory,.
DC,LIEBJUDMD1,KPK,4/15/2016,7:09,3,WTSP,WTSP,31-40,1,Auditory,.
DC,LIEBJUDMD1,KPK,4/15/2016,7:09,3,CARW,CARW,21-30,1,Auditory,.
DC,LIEBJUDMD1,KPK,4/15/2016,7:09,3,NOCA,NOCA,11-20 ,1,Visual,.
DC,LIEBJUDMD1,KPK,4/15/2016,7:09,2,MODO,MODO,41-50,1,Visual,.
DC,LIEBJUDMD1,KPK,4/15/2016,7:09,5,CACH,CACH,41-50,1,Auditory,.
DC,LIEBJUDMD1,KPK,4/15/2016,7:09,5,HOSP,HOSP,0-10,2,Visual,.
DC,LIEBJUDMD1,KPK,4/15/2016,7:09,5,HOSP,HOSP,11-20 ,1,Visual,.
DC,LIEBJUDMD1,KPK,4/15/2016,7:09,5,BHCO,BHCO,21-30,1,Auditory,.
DC,LIEBJUDMD1,KPK,4/15/2016,7:09,5,HOSP,HOSP,0-10,1,Auditory,.
DC,LIEBJUDMD1,KPK,4/15/2016,7:09,5,HOSP,HOSP,11-20 ,1,Auditory,.
DC,LIEBJUDMD1,KPK,4/15/2016,7:09,5,CACH,CACH,31-40,1,Auditory,.
DC,LIEBJUDMD1,KPK,4/15/2016,7:09,5,RBWO,RBWO,41-50,1,Auditory,.
DC,LIEBJUDMD1,KPK,4/15/2016,7:09,5,NOCA,NOCA,11-20 ,1,Auditory,.
DC,ZAMBTRAMD1,"KPK, RWR",4/14/2016,7:08,3,AMRO,AMRO,0-10,1,Visual,.
DC,ZAMBTRAMD1,"KPK, RWR",4/14/2016,7:08,3,NOCA,NOCA,41-50,1,Auditory,.
DC,ZAMBTRAMD1,"KPK, RWR",4/14/2016,7:08,3,HOSP,HOSP,0-10,2,Visual,.
DC,ZAMBTRAMD1,"KPK, RWR",4/14/2016,7:08,3,NOCA,NOCA,21-30,1,Visual,.
DC,ZAMBTRAMD1,"KPK, RWR",4/14/2016,7:08,3,CARW,CARW,11-20 ,1,Auditory,.
DC,ZAMBTRAMD1,"KPK, RWR",4/14/2016,7:08,3,SOSP,SOSP,41-50,1,Auditory,.
DC,ZAMBTRAMD1,"KPK, RWR",4/14/2016,7:08,2,FLIN,unknown,21-30,1,Visual,.
DC,ZAMBTRAMD1,"KPK, RWR",4/14/2016,7:08,2,BLJA,BLJA,41-50,1,Auditory,.
DC,ZAMBTRAMD1,"KPK, RWR",4/14/2016,7:08,2,NOCA,NOCA,0-10,2,Visual,.
DC,ZAMBTRAMD1,"KPK, RWR",4/14/2016,7:08,5,SOSP,SOSP,0-10,2,Visual,.
DC,ZAMBTRAMD1,"KPK, RWR",4/14/2016,7:08,5,HOFI,HOFI,11-20 ,1,Visual,.
DC,ZAMBTRAMD1,"KPK, RWR",4/14/2016,7:08,5,TUTI,TUTI,41-50,1,Auditory,.
DC,ZAMBTRAMD1,"KPK, RWR",4/14/2016,7:08,5,AMRO,AMRO,21-30,1,Visual,.
DC,ZAMBTRAMD1,"KPK, RWR",4/14/2016,7:08,5,HOSP,HOSP,0-10,1,Visual,.
DC,ZAMBTRAMD1,"KPK, RWR",4/14/2016,7:08,2,MODO,MODO,21-30,2,Auditory,.
DC,LYCEEROMD1,ERF,5/18/2016,8:02,3,NOCA,NOCA,11-20 ,2,Auditory,.
DC,LYCEEROMD1,ERF,5/18/2016,8:02,3,TUTI,TUTI,11-20 ,1,Auditory,.
DC,LYCEEROMD1,ERF,5/18/2016,8:02,3,SOSP,SOSP,41-50,1,Auditory,.
DC,LYCEEROMD1,ERF,5/18/2016,8:02,3,GRCA,GRCA,21-30,1,Auditory,.
DC,LYCEEROMD1,ERF,5/18/2016,8:02,3,HOSP,HOSP,0-10,1,Auditory,.
DC,LYCEEROMD1,ERF,5/18/2016,8:02,3,DOWO,DOWO,41-50,1,Auditory,.
DC,LYCEEROMD1,ERF,5/18/2016,8:02,3,RBWO,RBWO,31-40,1,Auditory,.
DC,LYCEEROMD1,ERF,5/18/2016,8:02,3,REVI,REVI,21-30,1,Auditory,.
DC,LYCEEROMD1,ERF,5/18/2016,8:02,3,HOFI,HOFI,31-40,1,Auditory,.
DC,LYCEEROMD1,ERF,5/18/2016,8:02,3,HOWR,HOWR,41-50,1,Auditory,.
DC,LYCEEROMD1,ERF,5/18/2016,8:02,2,SOSP,SOSP,41-50,1,Auditory,.
DC,LYCEEROMD1,ERF,5/18/2016,8:02,2,BTBW,BTBW,21-30,2,Auditory,.
DC,LYCEEROMD1,ERF,5/18/2016,8:02,2,BAWW,BAWW,11-20 ,1,Auditory,.
DC,LYCEEROMD1,ERF,5/18/2016,8:02,5,AMRO,AMRO,21-30,1,Both,.
DC,LYCEEROMD1,ERF,5/18/2016,8:02,5,HOSP,HOSP,31-40,4,Both,.
DC,LYCEEROMD1,ERF,5/18/2016,8:02,5,AMGO,AMGO,11-20 ,1,Both,.
