site,date,point,treespp,treespp_format,check,dbh1,dbh2,dbh3,dbh4,dbh5,dbh6,dbh7,dbh8,dbh9,dbh10,dbh11,dbh12,dbh13,dbh14,dbh15,dbh16,dbh17,dbh18,dbh19,dbh20,dbh21,dbh22,height,height_to_crown,Width1,width2,Condition,notes,year,notes
burdrobva1,2013,BURDROB-1,mockernut hickory,mockernut hickory,mockernut hickory,11,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2013,
burdrobva1,2013,BURDROB-1,mockernut hickory,mockernut hickory,mockernut hickory,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2013,
burdrobva1,2013,BURDROB-1,mockernut hickory,mockernut hickory,mockernut hickory,1,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2013,
burdrobva1,2013,BURDROB-1,snag,snag,snag,20,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,snag,.,2013,
burdrobva1,2013,BURDROB-1,snag,snag,snag,4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,snag,.,2013,
burdrobva1,2013,BURDROB-1,snag,snag,snag,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,snag,.,2013,
burdrobva1,2013,BURDROB-1,snag,snag,snag,18,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,snag,.,2013,
burdrobva1,2013,BURDROB-1,snag,snag,snag,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,snag,.,2013,
burdrobva1,2013,BURDROB-1,snag,snag,snag,21,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,snag,.,2013,
burdrobva1,2013,BURDROB-1,tulip popular,tulip tree,tulip tree,26,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2013,
burdrobva1,2013,BURDROB-1,tulip popular,tulip tree,tulip tree,18,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2013,
burdrobva1,2013,BURDROB-1,tulip popular,tulip tree,tulip tree,38,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2013,
burdrobva1,2013,BURDROB-1,black cherry,black cherry,black cherry,7,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2013,
burdrobva1,2013,BURDROB-1,black cherry,black cherry,black cherry,12,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2013,
burdrobva1,2013,BURDROB-1,black cherry,black cherry,black cherry,7,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2013,
burdrobva1,2013,BURDROB-1,black cherry,black cherry,black cherry,4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2013,
burdrobva1,2013,BURDROB-1,black cherry,black cherry,black cherry,10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2013,
burdrobva1,2013,BURDROB-1,black cherry,black cherry,black cherry,8,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2013,
burdrobva1,2013,BURDROB-1,black cherry,black cherry,black cherry,7,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2013,
burdrobva1,2013,BURDROB-1,black cherry,black cherry,black cherry,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2013,
burdrobva1,2013,BURDROB-1,butternut,butternut,butternut,9,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2013,
burdrobva1,2013,BURDROB-1,butternut,butternut,butternut,6,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2013,
burdrobva1,2013,BURDROB-1,butternut,butternut,butternut,7,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2013,
burdrobva1,2013,BURDROB-1,white oak,white oak,white oak,0.25,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2013,
burdrobva1,2013,BURDROB-1,white oak,white oak,white oak,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2013,
burdrobva1,2013,BURDROB-1,white oak,white oak,white oak,0.5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2013,
burdrobva1,2013,BURDROB-1,mockernut hickory,mockernut hickory,mockernut hickory,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2013,
burdrobva1,2013,BURDROB-1,mockernut hickory,mockernut hickory,mockernut hickory,9,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2013,
burdrobva1,2013,BURDROB-1,mockernut hickory,mockernut hickory,mockernut hickory,18,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2013,
burdrobva1,2013,BURDROB-1,mockernut hickory,mockernut hickory,mockernut hickory,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2013,
burdrobva1,2013,BURDROB-1,mockernut hickory,mockernut hickory,mockernut hickory,7,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2013,
burdrobva1,2013,BURDROB-1,mockernut hickory,mockernut hickory,mockernut hickory,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2013,
burdrobva1,2013,BURDROB-1,mockernut hickory,mockernut hickory,mockernut hickory,11,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2013,
burdrobva1,2013,BURDROB-1,mockernut hickory,mockernut hickory,mockernut hickory,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2013,
burdrobva1,2013,BURDROB-1,ash spp.,ash sp.,ash sp.,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2013,
burdrobva1,2013,BURDROB-1,ironwood,ironwood,ironwood,3,1,1,3,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2013,
burdrobva1,2013,BURDROB-1,mockernut hickory,mockernut hickory,mockernut hickory,4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2013,
burdrobva1,2013,BURDROB-1,mockernut hickory,mockernut hickory,mockernut hickory,8,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2013,
burdrobva1,2013,BURDROB-1,mockernut hickory,mockernut hickory,mockernut hickory,10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2013,
burdrobva1,2013,BURDROB-1,mockernut hickory,mockernut hickory,mockernut hickory,11,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2013,
burdrobva1,2013,BURDROB-1,mockernut hickory,mockernut hickory,mockernut hickory,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2013,
burdrobva1,2013,BURDROB-1,red cedar (eastern),red cedar,red cedar,11,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2013,
burdrobva1,2013,BURDROB-1,black cherry,black cherry,black cherry,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2013,
burdrobva1,2013,BURDROB-1,japanese cherry Spp.,japanese cherry,japanese cherry,1,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2013,
lafomelva1,2013,LAFMEL-nestbox,silver maple,silver maple,silver maple,100,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2013,
lafomelva1,2013,LAFMEL-nestbox,silver maple,silver maple,silver maple,0.5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2013,
lafomelva1,2013,LAFMEL-nestbox,white mulberry,white mulberry,white mulberry,3.5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2013,
lafomelva1,2013,LAFMEL-nestbox,red maple,red maple,red maple,45,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2013,
lafomelva1,2013,LAFMEL-nestbox,red maple,red maple,red maple,30,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2013,
lafomelva1,2013,LAFMEL-nestbox,red maple,red maple,red maple,80,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2013,
lafomelva1,2013,LAFMEL-nestbox,weeping willow,weeping willow,weeping willow,10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2013,
lafomelva1,2013,LAFMEL-nestbox,kousa dogwood,kousa dogwood,kousa dogwood,4,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2013,
burdrobva1,2013,BURDROB-1,white oak,white oak,white oak,0.5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2013,
burdrobva1,2013,BURDROB-1,white oak,white oak,white oak,11,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2013,
burdrobva1,2013,BURDROB-1,ash spp.,ash sp.,ash sp.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2013,
burdrobva1,2013,BURDROB-1,ash spp.,ash sp.,ash sp.,6,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2013,
lafomelva1,2013,LAFMEL-nestbox,rose of sharon,rose of sharon,rose of sharon,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2013,
lafomelva1,2013,LAFMEL-nestbox,rose of sharon,rose of sharon,rose of sharon,2,5,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2013,
lafomelva1,2013,LAFMEL-nestbox,rose of sharon,rose of sharon,rose of sharon,4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2013,
lafomelva1,2013,LAFMEL-nestbox,rose of sharon,rose of sharon,rose of sharon,2,2,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2013,
lafomelva1,2013,LAFMEL-nestbox,rose of sharon,rose of sharon,rose of sharon,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2013,
lafomelva1,2013,LAFMEL-nestbox,rose of sharon,rose of sharon,rose of sharon,4,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2013,
lafomelva1,2013,LAFMEL-nestbox,rose of sharon,rose of sharon,rose of sharon,2,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2013,
lafomelva1,2013,LAFMEL-nestbox,rose of sharon,rose of sharon,rose of sharon,0.5,0.5,0.5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2013,
lafomelva1,2013,LAFMEL-nestbox,rose of sharon,rose of sharon,rose of sharon,0.5,0.5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2013,
lafomelva1,2013,LAFMEL-nestbox,rose of sharon,rose of sharon,rose of sharon,1,0.5,0.25,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2013,
lafomelva1,2013,LAFMEL-nestbox,black cherry,black cherry,black cherry,15,18,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2013,
lafomelva1,2013,LAFMEL-nestbox,rose of sharon,rose of sharon,rose of sharon,0.25,0.5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2013,
lafomelva1,2013,LAFMEL-nestbox,rose of sharon,rose of sharon,rose of sharon,0.5,1,1,0.5,.,0.5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2013,
lafomelva1,2013,LAFMEL-nestbox,bush honeysuckle (Lonicera spp.),bush honeysuckle,bush honeysuckle,10,6,5,1,1,1,5,5,18,15,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2013,
lafomelva1,2013,LAFMEL-nestbox,bush honeysuckle (Lonicera spp.),bush honeysuckle,bush honeysuckle,9,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2013,
lafomelva1,2013,LAFMEL-nestbox,black walnut,black walnut,black walnut,15,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2013,
hulljefva1,2013,HULLJEF-nestbox,plum tree,plum,plum,10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2013,
hulljefva1,2013,HULLJEF-nestbox,plum tree,plum,plum,6,9,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2013,
hulljefva1,2013,HULLJEF-nestbox,bush honeysuckle (Lonicera spp.),bush honeysuckle,bush honeysuckle,1,0.5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2013,
hulljefva1,2013,HULLJEF-nestbox,black cherry,black cherry,black cherry,18,10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2013,
hulljefva1,2013,HULLJEF-nestbox,black cherry,black cherry,black cherry,8,18,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2013,
hulljefva1,2013,HULLJEF-nestbox,rose of sharon,rose of sharon,rose of sharon,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2013,
hulljefva1,2013,HULLJEF-nestbox,laurel spp.,cherry laurel,cherry laurel,5,4,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2013,
hulljefva1,2013,HULLJEF-nestbox,laurel spp.,cherry laurel,cherry laurel,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2013,
hulljefva1,2013,HULLJEF-nestbox,laurel spp.,cherry laurel,cherry laurel,1,1,2,2,2,3,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2013,
hulljefva1,2013,HULLJEF-nestbox,white oak,white oak,white oak,83,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2013,
hulljefva1,2013,HULLJEF-nestbox,american holly,american holly,american holly,9,11,11,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2013,
hulljefva1,2013,HULLJEF-nestbox,american holly,american holly,american holly,10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2013,
hulljefva1,2013,HULLJEF-nestbox,river birch,river birch,river birch,2,8,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2013,
hulljefva1,2013,HULLJEF-nestbox,american elm,american elm,american elm,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2013,
hulljefva1,2013,HULLJEF-nestbox,southern red oak (spanish oak),southern red oak,southern red oak,42,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2013,
hulljefva1,2013,HULLJEF-nestbox,southern red oak (spanish oak),southern red oak,southern red oak,44,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2013,
hulljefva1,2013,HULLJEF-nestbox,flowering dogwood,flowering dogwood,flowering dogwood,4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2013,
lafomelva1,2013,LAFMEL-nestbox,black cherry,black cherry,black cherry,0.5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2013,
hulljefva1,2013,HULLJEF-nestbox,bush honeysuckle (Lonicera spp.),bush honeysuckle,bush honeysuckle,10,4,4,4,.,4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2013,
hulljefva1,2013,HULLJEF-nestbox,norway maple,norway maple,norway maple,10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2013,
hulljefva1,2013,HULLJEF-nestbox,bush honeysuckle (Lonicera spp.),bush honeysuckle,bush honeysuckle,1,1,1,0.5,0.5,0.5,1,0.5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2013,
burdrobva1,2013,BURDROB-nestbox,ash spp.,ash sp.,ash sp.,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2013,
burdrobva1,2013,BURDROB-nestbox,ash spp.,ash sp.,ash sp.,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2013,
burdrobva1,2013,BURDROB-nestbox,ash spp.,ash sp.,ash sp.,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2013,
burdrobva1,2013,BURDROB-nestbox,ash spp.,ash sp.,ash sp.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2013,
burdrobva1,2013,BURDROB-nestbox,ash spp.,ash sp.,ash sp.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2013,
burdrobva1,2013,BURDROB-nestbox,ash spp.,ash sp.,ash sp.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2013,
burdrobva1,2013,BURDROB-nestbox,ash spp.,ash sp.,ash sp.,0.5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2013,
burdrobva1,2013,BURDROB-nestbox,black gum,black gum,black gum,13,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2013,
burdrobva1,2013,BURDROB-nestbox,black gum,black gum,black gum,10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2013,
burdrobva1,2013,BURDROB-nestbox,black gum,black gum,black gum,6,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2013,
burdrobva1,2013,BURDROB-nestbox,black gum,black gum,black gum,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2013,
burdrobva1,2013,BURDROB-nestbox,black gum,black gum,black gum,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2013,
burdrobva1,2013,BURDROB-nestbox,black gum,black gum,black gum,10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2013,
burdrobva1,2013,BURDROB-nestbox,black gum,black gum,black gum,8,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2013,
burdrobva1,2013,BURDROB-nestbox,black gum,black gum,black gum,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2013,
burdrobva1,2013,BURDROB-nestbox,pignut hickory,pignut hickory,pignut hickory,7,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2013,
burdrobva1,2013,BURDROB-nestbox,pignut hickory,pignut hickory,pignut hickory,10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2013,
burdrobva1,2013,BURDROB-nestbox,pignut hickory,pignut hickory,pignut hickory,17,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2013,
burdrobva1,2013,BURDROB-nestbox,pignut hickory,pignut hickory,pignut hickory,16,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2013,
burdrobva1,2013,BURDROB-nestbox,pignut hickory,pignut hickory,pignut hickory,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2013,
burdrobva1,2013,BURDROB-nestbox,pignut hickory,pignut hickory,pignut hickory,9,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2013,
burdrobva1,2013,BURDROB-nestbox,pignut hickory,pignut hickory,pignut hickory,12,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2013,
burdrobva1,2013,BURDROB-nestbox,red maple,red maple,red maple,35,1,1,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2013,
burdrobva1,2013,BURDROB-nestbox,red maple,red maple,red maple,30,15,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2013,
burdrobva1,2013,BURDROB-nestbox,atlas cedar,atlas cedar,atlas cedar,30,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2013,
burdrobva1,2013,BURDROB-nestbox,witchhazel,witchhazel,witchhazel,1,2,4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2013,
burdrobva1,2013,BURDROB-nestbox,witchhazel,witchhazel,witchhazel,1,1,2,2,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2013,
burdrobva1,2013,BURDROB-nestbox,witchhazel,witchhazel,witchhazel,4,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2013,
burdrobva1,2013,BURDROB-nestbox,witchhazel,witchhazel,witchhazel,1,1,1,1,2,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2013,
burdrobva1,2013,BURDROB-nestbox,witchhazel,witchhazel,witchhazel,4,4,4,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2013,
burdrobva1,2013,BURDROB-nestbox,witchhazel,witchhazel,witchhazel,4,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2013,
burdrobva1,2013,BURDROB-nestbox,ornamental holly varieties,ornamental holly,ornamental holly,1,5,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2013,
burdrobva1,2013,BURDROB-nestbox,white oak,white oak,white oak,12,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2013,
burdrobva1,2013,BURDROB-nestbox,white oak,white oak,white oak,45,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2013,
burdrobva1,2013,BURDROB-nestbox,ash spp.,ash sp.,ash sp.,2,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2013,
burdrobva1,2013,BURDROB-nestbox,ash spp.,ash sp.,ash sp.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2013,
burdrobva1,2013,BURDROB-nestbox,tulip popular,tulip tree,tulip tree,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2013,
burdrobva1,2013,BURDROB-nestbox,ornamental holly varieties,ornamental holly,ornamental holly,5,5,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2013,
burdrobva1,2013,BURDROB-nestbox,black gum,black gum,black gum,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2013,
burdrobva1,2013,BURDROB-nestbox,kousa dogwood,kousa dogwood,kousa dogwood,2,3,4,4,1,4,1,4,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2013,
lyonlynva1,2013,LYONLYN-nestbox,norway maple,norway maple,norway maple,12,6,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2013,
lyonlynva1,2013,LYONLYN-nestbox,white pine,white pine,white pine,23,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2013,
lyonlynva1,2013,LYONLYN-nestbox,white pine,white pine,white pine,31,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2013,
lyonlynva1,2013,LYONLYN-nestbox,white pine,white pine,white pine,20,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2013,
lyonlynva1,2013,LYONLYN-nestbox,white pine,white pine,white pine,21,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2013,
lyonlynva1,2013,LYONLYN-nestbox,white pine,white pine,white pine,23,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2013,
lyonlynva1,2013,LYONLYN-nestbox,white pine,white pine,white pine,23,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2013,
