site,date,point,shrubspp,shrub_format,tree check,height,width,depth,notes,year
mcdoeliva1,7/26/2015,4,boxwood,boxwood,boxwood,1.25,1.25,1,.,2015
newbcarva1,6/22/2015,nestbox,barberry,barberry,barberry,1,2,1.5,.,2015
newbcarva1,6/22/2015,nestbox,bush honeysuckle,bush honeysuckle,bush honeysuckle,6,6,6,.,2015
newbcarva1,6/22/2015,nestbox,grapevine,grapevine,grapevine,8,1.5,1,.,2015
newbcarva1,6/22/2015,nestbox,multiflora rose,multiflora rose,multiflora rose,1.5,9,2,.,2015
newbcarva1,6/22/2015,nestbox,multiflora rose,multiflora rose,multiflora rose,1.5,9,2,.,2015
newbcarva1,6/22/2015,nestbox,multiflora rose,multiflora rose,multiflora rose,0.5,5,3,.,2015
newbcarva1,6/22/2015,nestbox,spicebush,spicebush,spicebush,1.5,1,0.75,.,2015
newbcarva1,6/22/2015,nestbox,spicebush,spicebush,spicebush,1.5,1,0.75,.,2015
newbcarva1,6/22/2015,nestbox,greenbrier,green briar,green briar,6,1,1,.,2015
newbcarva1,6/22/2015,nestbox,virginia creeper,virginia creeper,virginia creeper,10,0.25,0.25,.,2015
newbcarva1,6/22/2015,nestbox,multiflora rose,multiflora rose,multiflora rose,0.75,3.5,2.5,.,2015
newbcarva1,6/22/2015,nestbox,american holly,american holly,american holly,1.75,2,1.5,.,2015
newbcarva1,6/22/2015,nestbox,sumac sp.,sumac,sumac,1.5,1.5,1,.,2015
newbcarva1,6/22/2015,nestbox,wineberry,wineberry,wineberry,1,2.5,1,.,2015
newbcarva1,6/22/2015,nestbox,wineberry,wineberry,wineberry,1,5,4,.,2015
newbcarva1,6/22/2015,nestbox,wineberry,wineberry,wineberry,1,5,4,.,2015
newbcarva1,6/22/2015,nestbox,wineberry,wineberry,wineberry,0.75,5,5,.,2015
newbcarva1,7/26/2015,1,american holly,american holly,american holly,1.5,1,1,.,2015
newbcarva1,7/26/2015,1,american holly,american holly,american holly,0.5,0.25,0.25,.,2015
newbcarva1,7/26/2015,1,american holly,american holly,american holly,0.75,0.5,0.5,.,2015
newbcarva1,7/26/2015,1,multiflora rose,multiflora rose,multiflora rose,1.75,3,1.5,.,2015
newbcarva1,7/26/2015,1,rubus,rubus sp.,rubus sp.,0.5,0.25,0.25,.,2015
newbcarva1,7/26/2015,1,barberry,barberry,barberry,0.5,0.25,0.25,.,2015
newbcarva1,7/26/2015,1,american holly,american holly,american holly,1,0.5,0.5,.,2015
newbcarva1,7/26/2015,1,barberry,barberry,barberry,1,1.5,1.25,.,2015
newbcarva1,7/26/2015,1,rubus,rubus sp.,rubus sp.,1,0.25,0.25,.,2015
newbcarva1,7/26/2015,1,american holly,american holly,american holly,1,1,1,.,2015
newbcarva1,7/26/2015,1,barberry,barberry,barberry,1.5,1.5,2,.,2015
newbcarva1,7/26/2015,1,multiflora rose,multiflora rose,multiflora rose,1,3,1,.,2015
newbcarva1,7/26/2015,1,bittersweet,oriental bittersweet,oriental bittersweet,0.5,0.5,0.5,.,2015
newbcarva1,7/26/2015,1,american holly,american holly,american holly,1.25,0.25,0.25,.,2015
newbcarva1,7/26/2015,1,burning bush,burning bush,burning bush,1.5,1,1,.,2015
newbcarva1,7/26/2015,1,burning bush,burning bush,burning bush,1,0.5,0.5,.,2015
newbcarva1,7/26/2015,1,greenbrier,green briar,green briar,1,0.25,0.25,.,2015
newbcarva1,7/26/2015,1,rubus,rubus sp.,rubus sp.,0.5,0.25,0.25,.,2015
newbcarva1,7/26/2015,1,rubus,rubus sp.,rubus sp.,0.5,0.25,0.25,.,2015
newbcarva1,7/26/2015,1,rubus,rubus sp.,rubus sp.,0.5,0.25,0.25,.,2015
newbcarva1,7/26/2015,1,rubus,rubus sp.,rubus sp.,0.5,0.25,0.25,.,2015
newbcarva1,7/26/2015,1,rubus,rubus sp.,rubus sp.,0.5,0.25,0.25,.,2015
newbcarva1,7/26/2015,1,rubus,rubus sp.,rubus sp.,0.5,0.25,0.25,.,2015
newbcarva1,7/26/2015,1,rubus,rubus sp.,rubus sp.,0.5,0.25,0.25,.,2015
newbcarva1,7/26/2015,1,rubus,rubus sp.,rubus sp.,0.5,0.25,0.25,.,2015
newbcarva1,7/26/2015,1,rubus,rubus sp.,rubus sp.,0.5,0.25,0.25,.,2015
newbcarva1,7/26/2015,1,rubus,rubus sp.,rubus sp.,0.5,0.25,0.25,.,2015
newbcarva1,6/22/2015,2,multiflora rose,multiflora rose,multiflora rose,1.5,2,2,.,2015
newbcarva1,6/22/2015,2,american holly,american holly,american holly,0.75,1,1,.,2015
newbcarva1,6/22/2015,2,barberry,barberry,barberry,1,1,1,.,2015
newbcarva1,6/22/2015,2,barberry,barberry,barberry,1,1,1,.,2015
newbcarva1,6/22/2015,2,spicebush,spicebush,spicebush,1.5,2,2,.,2015
newbcarva1,6/22/2015,2,spicebush,spicebush,spicebush,1.5,2,2,.,2015
newbcarva1,6/22/2015,2,greenbrier,green briar,green briar,1,0.25,0.25,.,2015
newbcarva1,6/22/2015,2,greenbrier,green briar,green briar,1,0.25,0.25,.,2015
newbcarva1,6/22/2015,2,grapevine,grapevine,grapevine,1,0.25,0.25,.,2015
newbcarva1,6/22/2015,2,ironwood,ironwood,ironwood,1.5,3,1.5,.,2015
newbcarva1,6/22/2015,2,spicebush,spicebush,spicebush,1.5,1,3,.,2015
newbcarva1,6/22/2015,2,spicebush,spicebush,spicebush,1.5,1,3,.,2015
newbcarva1,6/22/2015,2,wineberry,wineberry,wineberry,1,3,2,.,2015
newbcarva1,6/22/2015,2,multiflora rose,multiflora rose,multiflora rose,1,3,3,.,2015
newbcarva1,6/22/2015,2,barberry,barberry,barberry,0.75,0.5,0.5,.,2015
newbcarva1,6/22/2015,2,wineberry,wineberry,wineberry,0.75,2,2,.,2015
newbcarva1,7/26/2015,3,bittersweet,oriental bittersweet,oriental bittersweet,1.25,1.5,0.5,.,2015
newbcarva1,7/26/2015,3,rubus,rubus sp.,rubus sp.,0.5,0.25,0.25,.,2015
newbcarva1,7/26/2015,3,rubus,rubus sp.,rubus sp.,0.5,0.25,0.25,.,2015
newbcarva1,7/26/2015,3,rubus,rubus sp.,rubus sp.,0.5,0.25,0.25,.,2015
newbcarva1,7/26/2015,3,rubus,rubus sp.,rubus sp.,0.5,0.25,0.25,.,2015
newbcarva1,7/26/2015,3,rubus,rubus sp.,rubus sp.,0.5,0.25,0.25,.,2015
newbcarva1,7/26/2015,3,rubus,rubus sp.,rubus sp.,0.5,0.25,0.25,.,2015
newbcarva1,7/26/2015,3,rubus,rubus sp.,rubus sp.,0.5,0.25,0.25,.,2015
newbcarva1,7/26/2015,3,rubus,rubus sp.,rubus sp.,0.5,0.25,0.25,.,2015
newbcarva1,7/26/2015,3,rubus,rubus sp.,rubus sp.,0.5,0.25,0.25,.,2015
newbcarva1,7/26/2015,3,rubus,rubus sp.,rubus sp.,0.5,0.25,0.25,.,2015
newbcarva1,7/26/2015,3,rubus,rubus sp.,rubus sp.,0.5,0.25,0.25,.,2015
newbcarva1,7/26/2015,3,rubus,rubus sp.,rubus sp.,0.5,0.25,0.25,.,2015
newbcarva1,7/26/2015,3,rubus,rubus sp.,rubus sp.,0.5,0.25,0.25,.,2015
newbcarva1,7/26/2015,3,rubus,rubus sp.,rubus sp.,0.5,0.25,0.25,.,2015
newbcarva1,7/26/2015,3,multiflora rose,multiflora rose,multiflora rose,0.75,1,0.25,.,2015
newbcarva1,7/26/2015,3,greenbrier,green briar,green briar,1,0.25,0.25,.,2015
newbcarva1,7/26/2015,3,bush honeysuckle,bush honeysuckle,bush honeysuckle,2,3,1,.,2015
newbcarva1,7/26/2015,3,wineberry,wineberry,wineberry,0.5,0.25,0.25,.,2015
newbcarva1,7/26/2015,3,wineberry,wineberry,wineberry,0.5,0.25,0.25,.,2015
newbcarva1,7/26/2015,3,wineberry,wineberry,wineberry,0.5,0.25,0.25,.,2015
newbcarva1,7/26/2015,3,wineberry,wineberry,wineberry,0.5,0.25,0.25,.,2015
newbcarva1,7/26/2015,3,wineberry,wineberry,wineberry,0.5,0.25,0.25,.,2015
newbcarva1,7/26/2015,3,wineberry,wineberry,wineberry,0.5,0.25,0.25,.,2015
newbcarva1,7/26/2015,3,wineberry,wineberry,wineberry,0.5,0.25,0.25,.,2015
newbcarva1,7/26/2015,3,wineberry,wineberry,wineberry,0.5,0.25,0.25,.,2015
newbcarva1,7/26/2015,3,multiflora rose,multiflora rose,multiflora rose,1,1,1,.,2015
newbcarva1,7/26/2015,3,rubus,rubus sp.,rubus sp.,1,1.5,1.5,.,2015
newbcarva1,7/26/2015,3,multiflora rose,multiflora rose,multiflora rose,1.25,3,3,.,2015
newbcarva1,7/26/2015,3,rubus,rubus sp.,rubus sp.,1,1,1,.,2015
newbcarva1,7/26/2015,3,rubus,rubus sp.,rubus sp.,1,0.5,0.5,.,2015
newbcarva1,7/26/2015,3,wineberry,wineberry,wineberry,1,1,0.5,.,2015
newbcarva1,7/26/2015,3,white oak,white oak,white oak,0.5,0.5,0.5,.,2015
newbcarva1,7/26/2015,3,southern arrowwood,arrowwood viburnum,arrowwood viburnum,0.5,0.5,0.5,.,2015
newbcarva1,7/26/2015,3,spicebush,spicebush,spicebush,1,0.5,0.5,.,2015
newbcarva1,7/26/2015,3,wineberry,wineberry,wineberry,1.5,0.5,0.5,.,2015
newbcarva1,7/26/2015,3,greenbrier,green briar,green briar,0.75,0.5,0.5,.,2015
newbcarva1,7/26/2015,3,rubus,rubus sp.,rubus sp.,0.75,1,1,.,2015
newbcarva1,7/26/2015,3,wineberry,wineberry,wineberry,1,0.25,0.25,.,2015
newbcarva1,7/26/2015,3,american holly,american holly,american holly,1.75,1.5,1.25,.,2015
newbcarva1,7/26/2015,3,multiflora rose,multiflora rose,multiflora rose,1.25,2,2,.,2015
newbcarva1,7/26/2015,3,wineberry,wineberry,wineberry,1,0.5,0.5,.,2015
newbcarva1,7/26/2015,3,wineberry,wineberry,wineberry,1,0.5,0.5,.,2015
newbcarva1,7/26/2015,3,multiflora rose,multiflora rose,multiflora rose,0.5,1,1,.,2015
newbcarva1,7/26/2015,3,multiflora rose,multiflora rose,multiflora rose,0.5,1,1,.,2015
newbcarva1,7/26/2015,3,multiflora rose,multiflora rose,multiflora rose,0.5,1,1,.,2015
newbcarva1,7/26/2015,3,barberry,barberry,barberry,1,1,1,.,2015
newbcarva1,7/26/2015,3,wineberry,wineberry,wineberry,1,1,1,.,2015
newbcarva1,7/26/2015,3,multiflora rose,multiflora rose,multiflora rose,0.5,1.5,1.5,.,2015
newbcarva1,7/26/2015,3,rubus,rubus sp.,rubus sp.,0.5,1,1,.,2015
newbcarva1,7/26/2015,3,spicebush,spicebush,spicebush,0.5,0.5,0.5,.,2015
newbcarva1,7/26/2015,3,barberry,barberry,barberry,0.5,0.5,0.5,.,2015
newbcarva1,7/26/2015,3,greenbrier,green briar,green briar,0.5,0.5,0.5,.,2015
newbcarva1,7/26/2015,3,rubus,rubus sp.,rubus sp.,1,0.5,0.5,.,2015
newbcarva1,7/26/2015,3,wineberry,wineberry,wineberry,0.5,0.5,0.5,.,2015
newbcarva1,7/26/2015,3,wineberry,wineberry,wineberry,0.5,0.5,0.5,.,2015
newbcarva1,7/26/2015,3,burning bush,burning bush,burning bush,0.5,0.5,0.5,.,2015
newbcarva1,7/26/2015,3,rubus,rubus sp.,rubus sp.,1,1,1,.,2015
newbcarva1,7/26/2015,3,rubus,rubus sp.,rubus sp.,1,1,1,.,2015
newbcarva1,7/26/2015,3,red oak,red oak,red oak,1,0.5,0.5,.,2015
newbcarva1,6/22/2015,4,multiflora rose,multiflora rose,multiflora rose,1,6,6,.,2015
newbcarva1,6/22/2015,4,multiflora rose,multiflora rose,multiflora rose,1,1.5,4,.,2015
newbcarva1,6/22/2015,4,multiflora rose,multiflora rose,multiflora rose,1,3,3,.,2015
newbcarva1,6/22/2015,4,greenbrier,green briar,green briar,2.5,1,1.5,.,2015
newbcarva1,6/22/2015,4,greenbrier,green briar,green briar,2.5,1,1.5,.,2015
newbcarva1,6/22/2015,4,greenbrier,green briar,green briar,2.5,1,1.5,.,2015
zastmarmd1,7/26/2015,nestbox,none,no shrubs,no shrubs,.,.,.,.,2015
zastmarmd1,7/26/2015,1,summersweet,summersweet,summersweet,1.5,1.5,1.25,.,2015
zastmarmd1,7/26/2015,1,lace-capped hydrangea,hydrangea macrophylla,hydrangea macrophylla,1.5,1.5,2.5,.,2015
zastmarmd1,7/26/2015,1,japanese maple,japanese maple,japanese maple,1.75,2,1.5,.,2015
zastmarmd1,7/26/2015,1,tree of heaven,tree of heaven,tree of heaven,0.25,0.25,0.25,.,2015
zastmarmd1,7/26/2015,1,porcelain berry,porcelianberry,porcelianberry,0.5,0.5,0.5,.,2015
zastmarmd1,7/26/2015,1,porcelain berry,porcelianberry,porcelianberry,0.5,0.5,0.5,.,2015
zastmarmd1,7/26/2015,1,porcelain berry,porcelianberry,porcelianberry,0.5,0.5,0.5,.,2015
zastmarmd1,7/26/2015,1,mulberry,mulberry,mulberry,1.5,0.25,0.25,.,2015
zastmarmd1,7/26/2015,1,azalea,azalea,azalea,1.5,1.25,1.25,.,2015
zastmarmd1,7/26/2015,1,avocado,avocado,avocado,1.5,1,1,potted,2015
zastmarmd1,7/26/2015,1,varigated unknown,unknown,unknown,1,1.5,1,.,2015
zastmarmd1,7/26/2015,1,hydrangea macrophylla,hydrangea macrophylla,hydrangea macrophylla,0.5,0.5,0.5,.,2015
zastmarmd1,7/26/2015,1,azalea,azalea,azalea,1.25,1,1,.,2015
zastmarmd1,7/26/2015,1,varigated euonymus,varigated euonymus,varigated euonymus,1.75,1.5,1.5,.,2015
zastmarmd1,7/26/2015,1,varigated euonymus,varigated euonymus,varigated euonymus,1.75,1.5,1.5,.,2015
zastmarmd1,7/26/2015,1,florida anise,florida anise,florida anise,1,1,1,.,2015
zastmarmd1,7/26/2015,1,florida anise,florida anise,florida anise,0.5,0.5,0.5,.,2015
zastmarmd1,7/26/2015,1,euonymus,euonymus,euonymus,1.5,1.5,1,.,2015
zastmarmd1,7/26/2015,1,sweetgum,sweetgum,sweetgum,1.5,0.25,0.25,.,2015
zastmarmd1,7/26/2015,1,creeping juniper,creeping juniper,creeping juniper,0.5,1.5,1,.,2015
zastmarmd1,7/26/2015,1,porcelian berry,porcelianberry,porcelianberry,1,0.25,0.25,.,2015
zastmarmd1,7/26/2015,1,black locust,black locust,black locust,0.5,1,0.5,.,2015
zastmarmd1,7/26/2015,1,fothergilla,fothergilla,fothergilla,1.5,1,1,.,2015
zastmarmd1,7/26/2015,1,alberta spruce,alberta spruce,alberta spruce,1.5,1,1,.,2015
zastmarmd1,7/26/2015,2,banana,banana,banana,1,1.25,0.75,.,2015
zastmarmd1,7/26/2015,2,banana,banana,banana,0.6,0.9,0.4,.,2015
zastmarmd1,7/26/2015,2,azalea,azalea,azalea,1.5,1.25,1.5,.,2015
zastmarmd1,7/26/2015,2,ornamental rose,ornamental rose,ornamental rose,0.75,0.6,0.3,.,2015
zastmarmd1,7/26/2015,2,ornamental rose,ornamental rose,ornamental rose,1.5,0.3,0.2,.,2015
zastmarmd1,7/26/2015,2,azalea,azalea,azalea,0.6,1,1,.,2015
zastmarmd1,7/26/2015,2,ash sp.,ash sp.,ash sp.,1,0.3,0.3,.,2015
zastmarmd1,7/26/2015,2,oriental bittersweet,oriental bittersweet,oriental bittersweet,3,0.1,0.1,.,2015
zastmarmd1,7/26/2015,2,japanese honeysuckle,japanese honeysuckle,japanese honeysuckle,14,0.1,0.1,.,2015
zastmarmd1,7/26/2015,2,wintercreeper,wintercreeper,wintercreeper,1.25,0.75,0.1,.,2015
zastmarmd1,7/26/2015,2,american elm,american elm,american elm,1,0.6,0.5,.,2015
zastmarmd1,7/26/2015,2,porcelian berry,porcelianberry,porcelianberry,7,0.1,0.1,.,2015
zastmarmd1,7/26/2015,2,bush honeysuckle,bush honeysuckle,bush honeysuckle,1,1,1,.,2015
zastmarmd1,7/26/2015,2,spirea,spirea,spirea,1,1,0.75,.,2015
zastmarmd1,7/26/2015,2,hydrangea macrophylla,hydrangea macrophylla,hydrangea macrophylla,0.75,1,1.25,.,2015
zastmarmd1,7/26/2015,2,american elm,american elm,american elm,1.5,1,0.75,.,2015
zastmarmd1,7/26/2015,2,american elm,american elm,american elm,0.75,0.3,0.3,.,2015
zastmarmd1,7/26/2015,2,boxwood,boxwood,boxwood,0.75,0.75,0.75,.,2015
zastmarmd1,7/26/2015,3,elderberry,elderberry,elderberry,4,4,5,.,2015
zastmarmd1,7/26/2015,3,elderberry,elderberry,elderberry,4,4,5,.,2015
zastmarmd1,7/26/2015,3,grapevine,grapevine,grapevine,30,0.25,0.25,.,2015
zastmarmd1,7/26/2015,3,serviceberry,serviceberry,serviceberry,2,2,2,.,2015
zastmarmd1,7/26/2015,3,serviceberry,serviceberry,serviceberry,2,2,2,.,2015
zastmarmd1,7/26/2015,3,serviceberry,serviceberry,serviceberry,2,2,2,.,2015
zastmarmd1,7/26/2015,3,tree of heaven,tree of heaven,tree of heaven,1,0.75,0.75,.,2015
zastmarmd1,7/26/2015,3,grapevine,grapevine,grapevine,12,0.25,0.25,cultivar?,2015
zastmarmd1,7/26/2015,3,virginia creeper,virginia creeper,virginia creeper,10,0.25,0.25,.,2015
zastmarmd1,7/26/2015,4,boxwood,boxwood,boxwood,1.5,1,1,.,2015
zastmarmd1,7/26/2015,4,leatherleaf viburnum,leatherleaf viburnum,leatherleaf viburnum,4,3,5,.,2015
zastmarmd1,7/26/2015,4,barberry,barberry,barberry,1.5,1.25,1.25,.,2015
zastmarmd1,7/26/2015,4,boxwood,boxwood,boxwood,1,0.5,0.25,.,2015
zastmarmd1,7/26/2015,4,english ivy,english ivy,english ivy,3,1.5,0.2,.,2015
zastmarmd1,7/26/2015,4,euonymus,euonymus,euonymus,1,1,1,.,2015
zastmarmd1,7/26/2015,4,azalea,azalea,azalea,1.25,1.5,6,.,2015
zastmarmd1,7/26/2015,4,english ivy,english ivy,english ivy,0.5,0.25,4,.,2015
zastmarmd1,7/26/2015,4,virginia creeper,virginia creeper,virginia creeper,1.5,0.25,0.25,.,2015
zastmarmd1,7/26/2015,4,barberry,barberry,barberry,1,1.25,1,.,2015
zastmarmd1,7/26/2015,4,barberry,barberry,barberry,1,1.25,1,.,2015
zastmarmd1,7/26/2015,4,barberry,barberry,barberry,0.75,1.5,1,.,2015
zastmarmd1,7/26/2015,4,viburnum plicata,viburnum plicatum,viburnum plicatum,3,1.5,1.25,.,2015
zastmarmd1,7/26/2015,4,viburnum plicata,viburnum plicatum,viburnum plicatum,2.5,1,1,.,2015
zastmarmd1,7/26/2015,4,viburnum plicata,viburnum plicatum,viburnum plicatum,3,2,2,.,2015
zastmarmd1,7/26/2015,4,viburnum plicata,viburnum plicatum,viburnum plicatum,3,2,2,.,2015
zastmarmd1,7/26/2015,4,viburnum plicata,viburnum plicatum,viburnum plicatum,3,2,2,.,2015
zastmarmd1,7/26/2015,4,tree of heaven,tree of heaven,tree of heaven,0.5,0.5,0.5,.,2015
zastmarmd1,7/26/2015,4,tree of heaven,tree of heaven,tree of heaven,0.5,0.5,0.5,.,2015
zastmarmd1,7/26/2015,4,tree of heaven,tree of heaven,tree of heaven,0.5,0.5,0.5,.,2015
zastmarmd1,7/26/2015,4,tree of heaven,tree of heaven,tree of heaven,0.5,0.5,0.5,.,2015
zastmarmd1,7/26/2015,4,tree of heaven,tree of heaven,tree of heaven,0.5,0.5,0.5,.,2015
zastmarmd1,7/26/2015,4,tree of heaven,tree of heaven,tree of heaven,0.5,0.5,0.5,.,2015
zastmarmd1,7/26/2015,4,mulberry,mulberry,mulberry,1,1,1,.,2015
zastmarmd1,7/26/2015,4,nandina,nandina,nandina,2.5,1.5,1.5,.,2015
zastmarmd1,7/26/2015,4,nandina,nandina,nandina,0.75,0.5,0.5,.,2015
zastmarmd1,7/26/2015,4,blue spruce,blue spruce,blue spruce,1,2,1.5,.,2015
zastmarmd1,7/26/2015,4,boxwood,boxwood,boxwood,1.5,1,1,.,2015
zastmarmd1,7/26/2015,4,japanese pine,black pine,black pine,0.5,0.5,0.5,.,2015
eganmarmd1,6/26/2015,nestbox,azalea,azalea,azalea,0.75,0.75,0.75,.,2015
eganmarmd1,6/26/2015,nestbox,azalea,azalea,azalea,0.75,0.75,0.75,.,2015
eganmarmd1,6/26/2015,nestbox,hibiscus syriacus,hibiscus,hibiscus,2,1.25,1.25,.,2015
eganmarmd1,6/26/2015,nestbox,hydrangea macrophylla,hydrangea macrophylla,hydrangea macrophylla,0.75,0.75,0.75,.,2015
eganmarmd1,6/26/2015,nestbox,hydrangea macrophylla,hydrangea macrophylla,hydrangea macrophylla,0.75,0.75,0.75,.,2015
eganmarmd1,6/26/2015,nestbox,hydrangea macrophylla,hydrangea macrophylla,hydrangea macrophylla,1,1.5,1.25,.,2015
eganmarmd1,6/26/2015,nestbox,azalea,azalea,azalea,0.75,1,1.5,.,2015
eganmarmd1,6/26/2015,nestbox,azalea,azalea,azalea,0.75,1,1.5,.,2015
eganmarmd1,6/26/2015,nestbox,azalea,azalea,azalea,0.75,1,0.75,.,2015
eganmarmd1,6/26/2015,nestbox,azalea,azalea,azalea,0.75,1,0.75,.,2015
eganmarmd1,6/26/2015,nestbox,olive tree,olive,olive,0.5,0.25,0.5,.,2015
eganmarmd1,6/26/2015,nestbox,euonymus,euonymus,euonymus,2,5,0.25,.,2015
eganmarmd1,6/26/2015,nestbox,pyrocantha,firethorn,firethorn,2,1,0.25,.,2015
eganmarmd1,6/26/2015,nestbox,azalea,azalea,azalea,2,1,0.25,.,2015
eganmarmd1,6/26/2015,nestbox,viburnum,viburnum sp.,viburnum sp.,1.5,1.75,1,.,2015
eganmarmd1,6/26/2015,nestbox,pieris,pieris,pieris,0.5,0.75,0.5,.,2015
eganmarmd1,6/26/2015,nestbox,azalea,azalea,azalea,1,1.25,3.5,.,2015
eganmarmd1,6/26/2015,nestbox,lavender,herbaceous,herbaceous,1,0.5,0.5,.,2015
eganmarmd1,6/26/2015,nestbox,honey suckle,bush honeysuckle,bush honeysuckle,2,2,2,.,2015
eganmarmd1,6/26/2015,nestbox,honey suckle,bush honeysuckle,bush honeysuckle,2,2,2,.,2015
eganmarmd1,6/26/2015,nestbox,honey suckle,bush honeysuckle,bush honeysuckle,2,2,2,.,2015
eganmarmd1,6/26/2015,nestbox,honey suckle,bush honeysuckle,bush honeysuckle,2,2,2,.,2015
eganmarmd1,6/26/2015,nestbox,honey suckle,bush honeysuckle,bush honeysuckle,2,2,2,.,2015
eganmarmd1,6/26/2015,nestbox,lilac,lilac,lilac,3,2.5,2,1/2 in plot,2015
eganmarmd1,6/26/2015,nestbox,oakleaf hydrangea,oakleaf hydrangea,oakleaf hydrangea,2.5,2.5,1,.,2015
eganmarmd1,6/26/2015,nestbox,crape myrtle,crape myrtle,crape myrtle,0.5,0.5,0.5,.,2015
eganmarmd1,6/26/2015,nestbox,yew,yew,yew,1.5,1,1,.,2015
eganmarmd1,6/26/2015,nestbox,azalea,azalea,azalea,1.75,5,2,.,2015
eganmarmd1,6/26/2015,nestbox,nandina,nandina,nandina,1.5,1,1,.,2015
eganmarmd1,6/26/2015,nestbox,boxwood,boxwood,boxwood,0.75,0.5,0.5,.,2015
eganmarmd1,6/26/2015,nestbox,boxwood,boxwood,boxwood,0.5,0.75,0.75,.,2015
eganmarmd1,6/26/2015,nestbox,camellia,camellia,camellia,1.75,1.5,1.5,.,2015
eganmarmd1,6/26/2015,nestbox,st. john's wort,st. johns wort,st. johns wort,0.75,1,1,.,2015
eganmarmd1,6/26/2015,1,mahonia,mahonia,mahonia,2,2,2,.,2015
eganmarmd1,6/26/2015,1,mahonia,mahonia,mahonia,2,2,2,.,2015
eganmarmd1,6/26/2015,1,mahonia,mahonia,mahonia,2,2,2,.,2015
eganmarmd1,6/26/2015,1,mahonia,mahonia,mahonia,2,2,2,.,2015
eganmarmd1,6/26/2015,1,mahonia,mahonia,mahonia,2,2,2,.,2015
eganmarmd1,6/26/2015,1,mahonia,mahonia,mahonia,2,2,2,.,2015
eganmarmd1,6/26/2015,1,boxwood,boxwood,boxwood,1.5,2,2,.,2015
eganmarmd1,6/26/2015,1,boxwood,boxwood,boxwood,1.5,2,2,.,2015
eganmarmd1,6/26/2015,1,spirea,spirea,spirea,3,4,2,.,2015
eganmarmd1,6/26/2015,2,boxwood,boxwood,boxwood,1,1.25,1.25,.,2015
eganmarmd1,6/26/2015,2,boxwood,boxwood,boxwood,1,1.25,1.25,.,2015
eganmarmd1,6/26/2015,2,boxwood,boxwood,boxwood,1,1.25,1.25,.,2015
eganmarmd1,6/26/2015,2,boxwood,boxwood,boxwood,1,1.25,1.25,.,2015
eganmarmd1,6/26/2015,2,boxwood,boxwood,boxwood,1,1.25,1.25,.,2015
eganmarmd1,6/26/2015,2,boxwood,boxwood,boxwood,1,1.25,1.25,.,2015
eganmarmd1,6/26/2015,2,boxwood,boxwood,boxwood,1,1,1,.,2015
eganmarmd1,6/26/2015,2,boxwood,boxwood,boxwood,1,1,1,.,2015
eganmarmd1,6/26/2015,2,beautyberry,beautyberry,beautyberry,1.5,1.25,1.25,.,2015
eganmarmd1,6/26/2015,2,chinese privet,chinese privet,chinese privet,1.5,1.25,1.25,.,2015
eganmarmd1,6/26/2015,2,cherry laurel,cherry laurel,cherry laurel,1.25,1,1,.,2015
eganmarmd1,6/26/2015,2,cherry laurel,cherry laurel,cherry laurel,1.25,1,1,.,2015
eganmarmd1,6/26/2015,2,cherry laurel,cherry laurel,cherry laurel,1.25,1,1,.,2015
eganmarmd1,6/26/2015,2,cherry laurel,cherry laurel,cherry laurel,1.25,1,1,.,2015
eganmarmd1,6/26/2015,2,alberta spruce,alberta spruce,alberta spruce,1.25,0.75,0.75,.,2015
eganmarmd1,6/26/2015,2,alberta spruce,alberta spruce,alberta spruce,1.25,0.75,0.75,.,2015
eganmarmd1,6/26/2015,2,white cedar,northern white cedar,northern white cedar,3,0.5,0.5,.,2015
eganmarmd1,6/26/2015,2,white cedar,northern white cedar,northern white cedar,3,0.5,0.5,.,2015
eganmarmd1,6/26/2015,2,oakleaf hydrangea,oakleaf hydrangea,oakleaf hydrangea,2,2,2,.,2015
eganmarmd1,6/26/2015,2,white cedar,northern white cedar,northern white cedar,2.75,1,1,.,2015
eganmarmd1,6/26/2015,2,white cedar,northern white cedar,northern white cedar,1.75,0.5,0.5,.,2015
eganmarmd1,6/26/2015,2,beautyberry,beautyberry,beautyberry,2.5,1.5,1.5,.,2015
eganmarmd1,6/26/2015,2,pieris,pieris,pieris,1.25,0.75,0.75,.,2015
eganmarmd1,6/26/2015,2,ivy sp.,english ivy,english ivy,5,3,0.25,.,2015
eganmarmd1,6/26/2015,2,euonymus,euonymus,euonymus,3,2,2,.,2015
eganmarmd1,6/26/2015,2,hydrangea macrophylla (potted),hydrangea macrophylla,hydrangea macrophylla,0.5,0.5,0.5,.,2015
eganmarmd1,6/26/2015,3,nandina,nandina,nandina,0.5,0.75,0.5,.,2015
eganmarmd1,6/26/2015,3,nandina,nandina,nandina,0.5,0.75,0.5,.,2015
eganmarmd1,6/26/2015,3,nandina,nandina,nandina,0.5,0.75,0.5,.,2015
eganmarmd1,6/26/2015,3,nandina,nandina,nandina,0.5,0.75,0.5,.,2015
eganmarmd1,6/26/2015,3,nandina,nandina,nandina,0.5,0.75,0.5,.,2015
eganmarmd1,6/26/2015,3,nandina,nandina,nandina,0.5,0.75,0.5,.,2015
eganmarmd1,6/26/2015,3,nandina,nandina,nandina,0.5,0.75,0.5,.,2015
eganmarmd1,6/26/2015,3,nandina,nandina,nandina,0.5,0.75,0.5,.,2015
